ds,sg,n_img,t_id,node1,edge,node2
Town02_max_car,Town02_max_car/11_frame_5869.png,4,28,car_2,inDFrontOf,ego
Town02_max_car,Town02_max_car/11_frame_5869.png,4,29,car_2,toLeftOf,ego
Town02_max_car,Town02_max_car/11_frame_5869.png,4,30,car_3,isIn,Opposing Lane 0
Town02_max_car,Town02_max_car/11_frame_5869.png,4,31,car_3,super_near,ego
Town02_max_car,Town02_max_car/11_frame_5869.png,4,32,car_3,atSRearOf,ego
Town02_max_car,Town02_max_car/11_frame_5869.png,4,33,car_3,toLeftOf,ego
Town02_max_car,Town02_max_car/11_frame_5869.png,4,34,car_4,isIn,Opposing Lane 0
Town02_max_car,Town02_max_car/11_frame_5869.png,4,35,car_4,very_near,ego
Town02_max_car,Town02_max_car/11_frame_5869.png,4,36,car_4,inDFrontOf,ego
Town02_max_car,Town02_max_car/11_frame_5869.png,4,37,car_4,toLeftOf,ego
Town02_max_car,Town02_max_car/12_frame_2469.png,4,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/12_frame_2469.png,4,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/12_frame_2469.png,4,2,ego,atDRearOf,car_1
Town02_max_car,Town02_max_car/12_frame_2469.png,4,3,ego,toRightOf,car_1
Town02_max_car,Town02_max_car/12_frame_2469.png,4,4,ego,visible,car_1
Town02_max_car,Town02_max_car/12_frame_2469.png,4,5,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/12_frame_2469.png,4,6,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/12_frame_2469.png,4,7,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/12_frame_2469.png,4,8,car_1,visible,ego
Town02_max_car,Town02_max_car/12_frame_2469.png,4,9,car_1,inDFrontOf,ego
Town02_max_car,Town02_max_car/12_frame_2469.png,4,10,car_1,toRightOf,ego
Town02_max_car,Town02_max_car/12_frame_2469.png,4,11,car_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/12_frame_2469.png,4,12,car_3,isIn,Ego Lane
Town02_max_car,Town02_max_car/12_frame_2469.png,4,13,car_4,isIn,Ego Lane
Town02_max_car,Town02_max_car/12_frame_2469.png,4,14,car_5,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1177.png,4,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/14_frame_1177.png,4,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1177.png,4,2,ego,atDRearOf,car_1
Town02_max_car,Town02_max_car/14_frame_1177.png,4,3,ego,toLeftOf,car_1
Town02_max_car,Town02_max_car/14_frame_1177.png,4,4,ego,super_near,car_1
Town02_max_car,Town02_max_car/14_frame_1177.png,4,5,ego,inSFrontOf,car_4
Town02_max_car,Town02_max_car/14_frame_1177.png,4,6,ego,toLeftOf,car_4
Town02_max_car,Town02_max_car/14_frame_1177.png,4,7,ego,super_near,car_4
Town02_max_car,Town02_max_car/14_frame_1177.png,4,8,ego,atDRearOf,truck_0
Town02_max_car,Town02_max_car/14_frame_1177.png,4,9,ego,toLeftOf,truck_0
Town02_max_car,Town02_max_car/14_frame_1177.png,4,10,ego,near,truck_0
Town02_max_car,Town02_max_car/14_frame_1177.png,4,11,ego,atDRearOf,truck_1
Town02_max_car,Town02_max_car/14_frame_1177.png,4,12,ego,toLeftOf,truck_1
Town02_max_car,Town02_max_car/14_frame_1177.png,4,13,ego,visible,truck_1
Town02_max_car,Town02_max_car/14_frame_1177.png,4,14,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1177.png,4,15,truck_0,near,ego
Town02_max_car,Town02_max_car/14_frame_1177.png,4,16,truck_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_1177.png,4,17,truck_0,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_1177.png,4,18,truck_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1177.png,4,19,truck_1,visible,ego
Town02_max_car,Town02_max_car/14_frame_1177.png,4,20,truck_1,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_1177.png,4,21,truck_1,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_1177.png,4,22,truck_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1177.png,4,23,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1177.png,4,24,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1177.png,4,25,car_1,super_near,ego
Town02_max_car,Town02_max_car/14_frame_1177.png,4,26,car_1,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_1177.png,4,27,car_1,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_1177.png,4,28,car_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1177.png,4,29,car_3,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1177.png,4,30,car_4,isIn,Opposing Lane 0
Town02_max_car,Town02_max_car/14_frame_1177.png,4,31,car_4,super_near,ego
Town02_max_car,Town02_max_car/14_frame_1177.png,4,32,car_4,inSFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_1177.png,4,33,car_4,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_1177.png,4,34,Opposing Lane 0,isIn,Root Road
Town02_max_car,Town02_max_car/14_frame_1641.png,4,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/14_frame_1641.png,4,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1641.png,4,2,ego,atDRearOf,car_0
Town02_max_car,Town02_max_car/14_frame_1641.png,4,3,ego,toLeftOf,car_0
Town02_max_car,Town02_max_car/14_frame_1641.png,4,4,ego,super_near,car_0
Town02_max_car,Town02_max_car/14_frame_1641.png,4,5,ego,atDRearOf,truck_0
Town02_max_car,Town02_max_car/14_frame_1641.png,4,6,ego,toLeftOf,truck_0
Town02_max_car,Town02_max_car/14_frame_1641.png,4,7,ego,near,truck_0
Town02_max_car,Town02_max_car/14_frame_1641.png,4,8,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1641.png,4,9,truck_0,near,ego
Town02_max_car,Town02_max_car/14_frame_1641.png,4,10,truck_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_1641.png,4,11,truck_0,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_1641.png,4,12,truck_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1641.png,4,13,truck_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1641.png,4,14,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1641.png,4,15,car_0,super_near,ego
Town02_max_car,Town02_max_car/14_frame_1641.png,4,16,car_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_1641.png,4,17,car_0,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_1641.png,4,18,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1673.png,4,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/14_frame_1673.png,4,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1673.png,4,2,ego,atDRearOf,car_0
Town02_max_car,Town02_max_car/14_frame_1673.png,4,3,ego,toLeftOf,car_0
Town02_max_car,Town02_max_car/14_frame_1673.png,4,4,ego,very_near,car_0
Town02_max_car,Town02_max_car/14_frame_1673.png,4,5,ego,atDRearOf,truck_0
Town02_max_car,Town02_max_car/14_frame_1673.png,4,6,ego,toLeftOf,truck_0
Town02_max_car,Town02_max_car/14_frame_1673.png,4,7,ego,visible,truck_0
Town02_max_car,Town02_max_car/14_frame_1673.png,4,8,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1673.png,4,9,truck_0,visible,ego
Town02_max_car,Town02_max_car/14_frame_1673.png,4,10,truck_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_1673.png,4,11,truck_0,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_1673.png,4,12,truck_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1673.png,4,13,truck_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1673.png,4,14,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1673.png,4,15,car_0,very_near,ego
Town02_max_car,Town02_max_car/14_frame_1673.png,4,16,car_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_1673.png,4,17,car_0,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_1673.png,4,18,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_4393.png,4,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/14_frame_4393.png,4,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_4393.png,4,2,ego,atDRearOf,car_4
Town02_max_car,Town02_max_car/14_frame_4393.png,4,3,ego,toRightOf,car_4
Town02_max_car,Town02_max_car/14_frame_4393.png,4,4,ego,near,car_4
Town02_max_car,Town02_max_car/14_frame_4393.png,4,5,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_4393.png,4,6,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_4393.png,4,7,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_4393.png,4,8,car_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_4393.png,4,9,car_3,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_4393.png,4,10,car_4,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_4393.png,4,11,car_4,near,ego
Town02_max_car,Town02_max_car/14_frame_4393.png,4,12,car_4,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_4393.png,4,13,car_4,toRightOf,ego
Town02_max_car,Town02_max_car/14_frame_805.png,4,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/14_frame_805.png,4,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_805.png,4,2,ego,atDRearOf,car_0
Town02_max_car,Town02_max_car/14_frame_805.png,4,3,ego,toLeftOf,car_0
Town02_max_car,Town02_max_car/14_frame_805.png,4,4,ego,super_near,car_0
Town02_max_car,Town02_max_car/14_frame_805.png,4,5,ego,atDRearOf,truck_0
Town02_max_car,Town02_max_car/14_frame_805.png,4,6,ego,toLeftOf,truck_0
Town02_max_car,Town02_max_car/14_frame_805.png,4,7,ego,near,truck_0
Town02_max_car,Town02_max_car/14_frame_805.png,4,8,ego,atDRearOf,truck_1
Town02_max_car,Town02_max_car/14_frame_805.png,4,9,ego,toLeftOf,truck_1
Town02_max_car,Town02_max_car/14_frame_805.png,4,10,ego,visible,truck_1
Town02_max_car,Town02_max_car/14_frame_805.png,4,11,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_805.png,4,12,truck_0,near,ego
Town02_max_car,Town02_max_car/14_frame_805.png,4,13,truck_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_805.png,4,14,truck_0,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_805.png,4,15,truck_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_805.png,4,16,truck_1,visible,ego
Town02_max_car,Town02_max_car/14_frame_805.png,4,17,truck_1,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_805.png,4,18,truck_1,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_805.png,4,19,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_805.png,4,20,car_0,super_near,ego
Town02_max_car,Town02_max_car/14_frame_805.png,4,21,car_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_805.png,4,22,car_0,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_805.png,4,23,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_821.png,4,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/14_frame_821.png,4,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_821.png,4,2,ego,atDRearOf,car_0
Town02_max_car,Town02_max_car/14_frame_821.png,4,3,ego,toLeftOf,car_0
Town02_max_car,Town02_max_car/14_frame_821.png,4,4,ego,super_near,car_0
Town02_max_car,Town02_max_car/14_frame_821.png,4,5,ego,atDRearOf,truck_0
Town02_max_car,Town02_max_car/14_frame_821.png,4,6,ego,toLeftOf,truck_0
Town02_max_car,Town02_max_car/14_frame_821.png,4,7,ego,near,truck_0
Town02_max_car,Town02_max_car/14_frame_821.png,4,8,ego,atSRearOf,truck_1
Town02_max_car,Town02_max_car/14_frame_821.png,4,9,ego,toLeftOf,truck_1
Town02_max_car,Town02_max_car/14_frame_821.png,4,10,ego,visible,truck_1
Town02_max_car,Town02_max_car/14_frame_821.png,4,11,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_821.png,4,12,truck_0,near,ego
Town02_max_car,Town02_max_car/14_frame_821.png,4,13,truck_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_821.png,4,14,truck_0,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_821.png,4,15,truck_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_821.png,4,16,truck_1,visible,ego
Town02_max_car,Town02_max_car/14_frame_821.png,4,17,truck_1,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_821.png,4,18,truck_1,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_821.png,4,19,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_821.png,4,20,car_0,super_near,ego
Town02_max_car,Town02_max_car/14_frame_821.png,4,21,car_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_821.png,4,22,car_0,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_821.png,4,23,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_837.png,4,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/14_frame_837.png,4,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_837.png,4,2,ego,atDRearOf,car_0
Town02_max_car,Town02_max_car/14_frame_837.png,4,3,ego,toLeftOf,car_0
Town02_max_car,Town02_max_car/14_frame_837.png,4,4,ego,super_near,car_0
Town02_max_car,Town02_max_car/14_frame_837.png,4,5,ego,atDRearOf,truck_0
Town02_max_car,Town02_max_car/14_frame_837.png,4,6,ego,toLeftOf,truck_0
Town02_max_car,Town02_max_car/14_frame_837.png,4,7,ego,visible,truck_0
Town02_max_car,Town02_max_car/14_frame_837.png,4,8,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_837.png,4,9,truck_0,visible,ego
Town02_max_car,Town02_max_car/14_frame_837.png,4,10,truck_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_837.png,4,11,truck_0,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_837.png,4,12,truck_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_837.png,4,13,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_837.png,4,14,car_0,super_near,ego
Town02_max_car,Town02_max_car/14_frame_837.png,4,15,car_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_837.png,4,16,car_0,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_837.png,4,17,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5541.png,4,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/15_frame_5541.png,4,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5541.png,4,2,ego,atDRearOf,car_3
Town02_max_car,Town02_max_car/15_frame_5541.png,4,3,ego,toLeftOf,car_3
Town02_max_car,Town02_max_car/15_frame_5541.png,4,4,ego,near,car_3
Town02_max_car,Town02_max_car/15_frame_5541.png,4,5,ego,atDRearOf,car_4
Town02_max_car,Town02_max_car/15_frame_5541.png,4,6,ego,toRightOf,car_4
Town02_max_car,Town02_max_car/15_frame_5541.png,4,7,ego,super_near,car_4
Town02_max_car,Town02_max_car/15_frame_5541.png,4,8,ego,atDRearOf,truck_0
Town02_max_car,Town02_max_car/15_frame_5541.png,4,9,ego,toLeftOf,truck_0
Town02_max_car,Town02_max_car/15_frame_5541.png,4,10,ego,visible,truck_0
Town02_max_car,Town02_max_car/15_frame_5541.png,4,11,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5541.png,4,12,truck_0,visible,ego
Town02_max_car,Town02_max_car/15_frame_5541.png,4,13,truck_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_5541.png,4,14,truck_0,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_5541.png,4,15,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5541.png,4,16,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5541.png,4,17,car_2,isIn,Opposing Lane 0
Town02_max_car,Town02_max_car/15_frame_5541.png,4,18,Opposing Lane 0,isIn,Root Road
Town02_max_car,Town02_max_car/15_frame_5541.png,4,19,car_3,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5541.png,4,20,car_3,near,ego
Town02_max_car,Town02_max_car/15_frame_5541.png,4,21,car_3,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_5541.png,4,22,car_3,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_5541.png,4,23,car_4,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5541.png,4,24,car_4,super_near,ego
Town02_max_car,Town02_max_car/15_frame_5541.png,4,25,car_4,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_5541.png,4,26,car_4,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_5541.png,4,27,car_5,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5561.png,4,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/15_frame_5561.png,4,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5561.png,4,2,ego,atDRearOf,car_3
Town02_max_car,Town02_max_car/15_frame_5561.png,4,3,ego,toLeftOf,car_3
Town02_max_car,Town02_max_car/15_frame_5561.png,4,4,ego,near,car_3
Town02_max_car,Town02_max_car/15_frame_5561.png,4,5,ego,atDRearOf,car_4
Town02_max_car,Town02_max_car/15_frame_5561.png,4,6,ego,toRightOf,car_4
Town02_max_car,Town02_max_car/15_frame_5561.png,4,7,ego,super_near,car_4
Town02_max_car,Town02_max_car/15_frame_5561.png,4,8,ego,atDRearOf,car_5
Town02_max_car,Town02_max_car/15_frame_5561.png,4,9,ego,toLeftOf,car_5
Town02_max_car,Town02_max_car/15_frame_5561.png,4,10,ego,visible,car_5
Town02_max_car,Town02_max_car/15_frame_5561.png,4,11,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5561.png,4,12,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5561.png,4,13,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5561.png,4,14,car_2,isIn,Opposing Lane 0
Town02_max_car,Town02_max_car/15_frame_5561.png,4,15,Opposing Lane 0,isIn,Root Road
Town02_max_car,Town02_max_car/15_frame_5561.png,4,16,car_3,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5561.png,4,17,car_3,near,ego
Town02_max_car,Town02_max_car/15_frame_5561.png,4,18,car_3,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_5561.png,4,19,car_3,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_5561.png,4,20,car_4,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5561.png,4,21,car_4,super_near,ego
Town02_max_car,Town02_max_car/15_frame_5561.png,4,22,car_4,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_5561.png,4,23,car_4,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_5561.png,4,24,car_5,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5561.png,4,25,car_5,visible,ego
Town02_max_car,Town02_max_car/15_frame_5561.png,4,26,car_5,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_5561.png,4,27,car_5,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_5561.png,4,28,car_6,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5585.png,4,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/15_frame_5585.png,4,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5585.png,4,2,ego,inDFrontOf,car_2
Town02_max_car,Town02_max_car/15_frame_5585.png,4,3,ego,toRightOf,car_2
Town02_max_car,Town02_max_car/15_frame_5585.png,4,4,ego,visible,car_2
Town02_max_car,Town02_max_car/15_frame_5585.png,4,5,ego,atDRearOf,car_3
Town02_max_car,Town02_max_car/15_frame_5585.png,4,6,ego,toLeftOf,car_3
Town02_max_car,Town02_max_car/15_frame_5585.png,4,7,ego,near,car_3
Town02_max_car,Town02_max_car/15_frame_5585.png,4,8,ego,atDRearOf,car_4
Town02_max_car,Town02_max_car/15_frame_5585.png,4,9,ego,toRightOf,car_4
Town02_max_car,Town02_max_car/15_frame_5585.png,4,10,ego,super_near,car_4
Town02_max_car,Town02_max_car/15_frame_5585.png,4,11,ego,atDRearOf,car_5
Town02_max_car,Town02_max_car/15_frame_5585.png,4,12,ego,toLeftOf,car_5
Town02_max_car,Town02_max_car/15_frame_5585.png,4,13,ego,visible,car_5
Town02_max_car,Town02_max_car/15_frame_5585.png,4,14,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5585.png,4,15,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5585.png,4,16,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5585.png,4,17,car_2,isIn,Opposing Lane 0
Town02_max_car,Town02_max_car/15_frame_5585.png,4,18,car_2,visible,ego
Town02_max_car,Town02_max_car/15_frame_5585.png,4,19,car_2,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_5585.png,4,20,car_2,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_5585.png,4,21,Opposing Lane 0,isIn,Root Road
Town02_max_car,Town02_max_car/15_frame_5585.png,4,22,car_3,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5585.png,4,23,car_3,near,ego
Town02_max_car,Town02_max_car/15_frame_5585.png,4,24,car_3,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_5585.png,4,25,car_3,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_5585.png,4,26,car_4,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5585.png,4,27,car_4,super_near,ego
Town02_max_car,Town02_max_car/15_frame_5585.png,4,28,car_4,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_5585.png,4,29,car_4,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_5585.png,4,30,car_5,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_5585.png,4,31,car_5,visible,ego
Town02_max_car,Town02_max_car/15_frame_5585.png,4,32,car_5,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_5585.png,4,33,car_5,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_5585.png,4,34,car_6,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4101.png,4,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/2_frame_4101.png,4,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4101.png,4,2,ego,atDRearOf,car_1
Town02_max_car,Town02_max_car/2_frame_4101.png,4,3,ego,toRightOf,car_1
Town02_max_car,Town02_max_car/2_frame_4101.png,4,4,ego,very_near,car_1
Town02_max_car,Town02_max_car/2_frame_4101.png,4,5,ego,atDRearOf,car_4
Town02_max_car,Town02_max_car/2_frame_4101.png,4,6,ego,toRightOf,car_4
Town02_max_car,Town02_max_car/2_frame_4101.png,4,7,ego,near,car_4
Town02_max_car,Town02_max_car/2_frame_4101.png,4,8,ego,atDRearOf,car_6
Town02_max_car,Town02_max_car/2_frame_4101.png,4,9,ego,toRightOf,car_6
Town02_max_car,Town02_max_car/2_frame_4101.png,4,10,ego,visible,car_6
Town02_max_car,Town02_max_car/2_frame_4101.png,4,11,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4101.png,4,12,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4101.png,4,13,car_1,very_near,ego
Town02_max_car,Town02_max_car/2_frame_4101.png,4,14,car_1,inDFrontOf,ego
Town02_max_car,Town02_max_car/2_frame_4101.png,4,15,car_1,toLeftOf,ego
Town02_max_car,Town02_max_car/2_frame_4101.png,4,16,car_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4101.png,4,17,car_3,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4101.png,4,18,car_4,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4101.png,4,19,car_4,near,ego
Town02_max_car,Town02_max_car/2_frame_4101.png,4,20,car_4,inDFrontOf,ego
Town02_max_car,Town02_max_car/2_frame_4101.png,4,21,car_4,toLeftOf,ego
Town02_max_car,Town02_max_car/2_frame_4101.png,4,22,car_5,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4101.png,4,23,car_6,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4101.png,4,24,car_6,visible,ego
Town02_max_car,Town02_max_car/2_frame_4101.png,4,25,car_6,inDFrontOf,ego
Town02_max_car,Town02_max_car/2_frame_4101.png,4,26,car_6,toLeftOf,ego
Town02_max_car,Town02_max_car/2_frame_4101.png,4,27,car_7,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4457.png,4,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/2_frame_4457.png,4,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4457.png,4,2,ego,atDRearOf,car_1
Town02_max_car,Town02_max_car/2_frame_4457.png,4,3,ego,toLeftOf,car_1
Town02_max_car,Town02_max_car/2_frame_4457.png,4,4,ego,very_near,car_1
Town02_max_car,Town02_max_car/2_frame_4457.png,4,5,ego,atDRearOf,car_4
Town02_max_car,Town02_max_car/2_frame_4457.png,4,6,ego,toRightOf,car_4
Town02_max_car,Town02_max_car/2_frame_4457.png,4,7,ego,visible,car_4
Town02_max_car,Town02_max_car/2_frame_4457.png,4,8,ego,atDRearOf,car_6
Town02_max_car,Town02_max_car/2_frame_4457.png,4,9,ego,toRightOf,car_6
Town02_max_car,Town02_max_car/2_frame_4457.png,4,10,ego,visible,car_6
Town02_max_car,Town02_max_car/2_frame_4457.png,4,11,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4457.png,4,12,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4457.png,4,13,car_1,very_near,ego
Town02_max_car,Town02_max_car/2_frame_4457.png,4,14,car_1,inDFrontOf,ego
Town02_max_car,Town02_max_car/2_frame_4457.png,4,15,car_1,toRightOf,ego
Town02_max_car,Town02_max_car/2_frame_4457.png,4,16,car_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4457.png,4,17,car_3,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4457.png,4,18,car_4,isIn,Ego Lane
Town02_max_car,Town02_max_car/2_frame_4457.png,4,19,car_4,visible,ego
Town02_max_car,Town02_max_car/2_frame_4457.png,4,20,car_4,inDFrontOf,ego
