ds,sg,n_img,t_id,node1,edge,node2
Town02_max_car,Town02_max_car/11_frame_5933.png,263,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/11_frame_5933.png,263,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/9_frame_3093.png,335,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/9_frame_3093.png,335,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/9_frame_3093.png,335,2,ego,atDRearOf,car_1
Town02_max_car,Town02_max_car/9_frame_3093.png,335,3,ego,toRightOf,car_1
Town02_max_car,Town02_max_car/9_frame_3093.png,335,4,ego,super_near,car_1
Town02_max_car,Town02_max_car/9_frame_3093.png,335,5,ego,atDRearOf,car_2
Town02_max_car,Town02_max_car/9_frame_3093.png,335,6,ego,toRightOf,car_2
Town02_max_car,Town02_max_car/9_frame_3093.png,335,7,ego,visible,car_2
Town02_max_car,Town02_max_car/9_frame_3093.png,335,8,ego,atDRearOf,truck_0
Town02_max_car,Town02_max_car/9_frame_3093.png,335,9,ego,toRightOf,truck_0
Town02_max_car,Town02_max_car/9_frame_3093.png,335,10,ego,near,truck_0
Town02_max_car,Town02_max_car/9_frame_3093.png,335,11,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/9_frame_3093.png,335,12,truck_0,near,ego
Town02_max_car,Town02_max_car/9_frame_3093.png,335,13,truck_0,inSFrontOf,ego
Town02_max_car,Town02_max_car/9_frame_3093.png,335,14,truck_0,toRightOf,ego
Town02_max_car,Town02_max_car/9_frame_3093.png,335,15,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/9_frame_3093.png,335,16,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/9_frame_3093.png,335,17,car_1,super_near,ego
Town02_max_car,Town02_max_car/9_frame_3093.png,335,18,car_1,inDFrontOf,ego
Town02_max_car,Town02_max_car/9_frame_3093.png,335,19,car_1,toRightOf,ego
Town02_max_car,Town02_max_car/9_frame_3093.png,335,20,car_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/9_frame_3093.png,335,21,car_2,visible,ego
Town02_max_car,Town02_max_car/9_frame_3093.png,335,22,car_2,inSFrontOf,ego
Town02_max_car,Town02_max_car/9_frame_3093.png,335,23,car_2,toRightOf,ego
Town02_max_car,Town02_max_car/15_frame_3521.png,281,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/15_frame_3521.png,281,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_3521.png,281,2,ego,atDRearOf,car_2
Town02_max_car,Town02_max_car/15_frame_3521.png,281,3,ego,toLeftOf,car_2
Town02_max_car,Town02_max_car/15_frame_3521.png,281,4,ego,near,car_2
Town02_max_car,Town02_max_car/15_frame_3521.png,281,5,ego,atDRearOf,car_3
Town02_max_car,Town02_max_car/15_frame_3521.png,281,6,ego,toLeftOf,car_3
Town02_max_car,Town02_max_car/15_frame_3521.png,281,7,ego,super_near,car_3
Town02_max_car,Town02_max_car/15_frame_3521.png,281,8,ego,atDRearOf,car_4
Town02_max_car,Town02_max_car/15_frame_3521.png,281,9,ego,toLeftOf,car_4
Town02_max_car,Town02_max_car/15_frame_3521.png,281,10,ego,visible,car_4
Town02_max_car,Town02_max_car/15_frame_3521.png,281,11,ego,atDRearOf,truck_0
Town02_max_car,Town02_max_car/15_frame_3521.png,281,12,ego,toLeftOf,truck_0
Town02_max_car,Town02_max_car/15_frame_3521.png,281,13,ego,visible,truck_0
Town02_max_car,Town02_max_car/15_frame_3521.png,281,14,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_3521.png,281,15,truck_0,visible,ego
Town02_max_car,Town02_max_car/15_frame_3521.png,281,16,truck_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_3521.png,281,17,truck_0,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_3521.png,281,18,truck_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_3521.png,281,19,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_3521.png,281,20,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_3521.png,281,21,car_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_3521.png,281,22,car_2,near,ego
Town02_max_car,Town02_max_car/15_frame_3521.png,281,23,car_2,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_3521.png,281,24,car_2,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_3521.png,281,25,car_3,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_3521.png,281,26,car_3,super_near,ego
Town02_max_car,Town02_max_car/15_frame_3521.png,281,27,car_3,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_3521.png,281,28,car_3,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_3521.png,281,29,car_4,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_3521.png,281,30,car_4,visible,ego
Town02_max_car,Town02_max_car/15_frame_3521.png,281,31,car_4,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_3521.png,281,32,car_4,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_3521.png,281,33,car_5,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_3521.png,281,34,car_6,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_4969.png,258,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/7_frame_4969.png,258,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_4969.png,258,2,ego,atDRearOf,car_0
Town02_max_car,Town02_max_car/7_frame_4969.png,258,3,ego,toRightOf,car_0
Town02_max_car,Town02_max_car/7_frame_4969.png,258,4,ego,super_near,car_0
Town02_max_car,Town02_max_car/7_frame_4969.png,258,5,ego,atDRearOf,car_3
Town02_max_car,Town02_max_car/7_frame_4969.png,258,6,ego,toRightOf,car_3
Town02_max_car,Town02_max_car/7_frame_4969.png,258,7,ego,visible,car_3
Town02_max_car,Town02_max_car/7_frame_4969.png,258,8,ego,atDRearOf,car_4
Town02_max_car,Town02_max_car/7_frame_4969.png,258,9,ego,toRightOf,car_4
Town02_max_car,Town02_max_car/7_frame_4969.png,258,10,ego,near,car_4
Town02_max_car,Town02_max_car/7_frame_4969.png,258,11,ego,atDRearOf,car_5
Town02_max_car,Town02_max_car/7_frame_4969.png,258,12,ego,toRightOf,car_5
Town02_max_car,Town02_max_car/7_frame_4969.png,258,13,ego,near,car_5
Town02_max_car,Town02_max_car/7_frame_4969.png,258,14,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_4969.png,258,15,car_0,super_near,ego
Town02_max_car,Town02_max_car/7_frame_4969.png,258,16,car_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/7_frame_4969.png,258,17,car_0,toRightOf,ego
Town02_max_car,Town02_max_car/7_frame_4969.png,258,18,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_4969.png,258,19,car_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_4969.png,258,20,car_3,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_4969.png,258,21,car_3,visible,ego
Town02_max_car,Town02_max_car/7_frame_4969.png,258,22,car_3,inSFrontOf,ego
Town02_max_car,Town02_max_car/7_frame_4969.png,258,23,car_3,toRightOf,ego
Town02_max_car,Town02_max_car/7_frame_4969.png,258,24,car_4,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_4969.png,258,25,car_4,near,ego
Town02_max_car,Town02_max_car/7_frame_4969.png,258,26,car_4,inDFrontOf,ego
Town02_max_car,Town02_max_car/7_frame_4969.png,258,27,car_4,toRightOf,ego
Town02_max_car,Town02_max_car/7_frame_4969.png,258,28,car_5,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_4969.png,258,29,car_5,near,ego
Town02_max_car,Town02_max_car/7_frame_4969.png,258,30,car_5,inSFrontOf,ego
Town02_max_car,Town02_max_car/7_frame_4969.png,258,31,car_5,toRightOf,ego
Town02_max_car,Town02_max_car/7_frame_3993.png,181,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/7_frame_3993.png,181,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_3993.png,181,2,ego,atDRearOf,car_1
Town02_max_car,Town02_max_car/7_frame_3993.png,181,3,ego,toRightOf,car_1
Town02_max_car,Town02_max_car/7_frame_3993.png,181,4,ego,super_near,car_1
Town02_max_car,Town02_max_car/7_frame_3993.png,181,5,ego,atSRearOf,car_2
Town02_max_car,Town02_max_car/7_frame_3993.png,181,6,ego,toRightOf,car_2
Town02_max_car,Town02_max_car/7_frame_3993.png,181,7,ego,visible,car_2
Town02_max_car,Town02_max_car/7_frame_3993.png,181,8,ego,atSRearOf,car_4
Town02_max_car,Town02_max_car/7_frame_3993.png,181,9,ego,toRightOf,car_4
Town02_max_car,Town02_max_car/7_frame_3993.png,181,10,ego,visible,car_4
Town02_max_car,Town02_max_car/7_frame_3993.png,181,11,ego,atDRearOf,car_5
Town02_max_car,Town02_max_car/7_frame_3993.png,181,12,ego,toRightOf,car_5
Town02_max_car,Town02_max_car/7_frame_3993.png,181,13,ego,near,car_5
Town02_max_car,Town02_max_car/7_frame_3993.png,181,14,ego,atDRearOf,car_6
Town02_max_car,Town02_max_car/7_frame_3993.png,181,15,ego,toRightOf,car_6
Town02_max_car,Town02_max_car/7_frame_3993.png,181,16,ego,near,car_6
Town02_max_car,Town02_max_car/7_frame_3993.png,181,17,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_3993.png,181,18,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_3993.png,181,19,car_1,super_near,ego
Town02_max_car,Town02_max_car/7_frame_3993.png,181,20,car_1,inDFrontOf,ego
Town02_max_car,Town02_max_car/7_frame_3993.png,181,21,car_1,toRightOf,ego
Town02_max_car,Town02_max_car/7_frame_3993.png,181,22,car_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_3993.png,181,23,car_2,visible,ego
Town02_max_car,Town02_max_car/7_frame_3993.png,181,24,car_2,inDFrontOf,ego
Town02_max_car,Town02_max_car/7_frame_3993.png,181,25,car_2,toRightOf,ego
Town02_max_car,Town02_max_car/7_frame_3993.png,181,26,car_3,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_3993.png,181,27,car_4,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_3993.png,181,28,car_4,visible,ego
Town02_max_car,Town02_max_car/7_frame_3993.png,181,29,car_4,inDFrontOf,ego
Town02_max_car,Town02_max_car/7_frame_3993.png,181,30,car_4,toRightOf,ego
Town02_max_car,Town02_max_car/7_frame_3993.png,181,31,car_5,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_3993.png,181,32,car_5,near,ego
Town02_max_car,Town02_max_car/7_frame_3993.png,181,33,car_5,inDFrontOf,ego
Town02_max_car,Town02_max_car/7_frame_3993.png,181,34,car_5,toRightOf,ego
Town02_max_car,Town02_max_car/7_frame_3993.png,181,35,car_6,isIn,Ego Lane
Town02_max_car,Town02_max_car/7_frame_3993.png,181,36,car_6,near,ego
Town02_max_car,Town02_max_car/7_frame_3993.png,181,37,car_6,inDFrontOf,ego
Town02_max_car,Town02_max_car/7_frame_3993.png,181,38,car_6,toRightOf,ego
Town02_max_car,Town02_max_car/15_frame_4825.png,164,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/15_frame_4825.png,164,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_4825.png,164,2,ego,atDRearOf,car_2
Town02_max_car,Town02_max_car/15_frame_4825.png,164,3,ego,toLeftOf,car_2
Town02_max_car,Town02_max_car/15_frame_4825.png,164,4,ego,near,car_2
Town02_max_car,Town02_max_car/15_frame_4825.png,164,5,ego,atDRearOf,car_3
Town02_max_car,Town02_max_car/15_frame_4825.png,164,6,ego,toRightOf,car_3
Town02_max_car,Town02_max_car/15_frame_4825.png,164,7,ego,super_near,car_3
Town02_max_car,Town02_max_car/15_frame_4825.png,164,8,ego,atDRearOf,truck_0
Town02_max_car,Town02_max_car/15_frame_4825.png,164,9,ego,toLeftOf,truck_0
Town02_max_car,Town02_max_car/15_frame_4825.png,164,10,ego,visible,truck_0
Town02_max_car,Town02_max_car/15_frame_4825.png,164,11,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_4825.png,164,12,truck_0,visible,ego
Town02_max_car,Town02_max_car/15_frame_4825.png,164,13,truck_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_4825.png,164,14,truck_0,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_4825.png,164,15,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_4825.png,164,16,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_4825.png,164,17,car_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_4825.png,164,18,car_2,near,ego
Town02_max_car,Town02_max_car/15_frame_4825.png,164,19,car_2,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_4825.png,164,20,car_2,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_4825.png,164,21,car_3,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_4825.png,164,22,car_3,super_near,ego
Town02_max_car,Town02_max_car/15_frame_4825.png,164,23,car_3,inDFrontOf,ego
Town02_max_car,Town02_max_car/15_frame_4825.png,164,24,car_3,toLeftOf,ego
Town02_max_car,Town02_max_car/15_frame_4825.png,164,25,car_4,isIn,Ego Lane
Town02_max_car,Town02_max_car/15_frame_4825.png,164,26,car_5,isIn,Ego Lane
Town02_max_car,Town02_max_car/12_frame_2361.png,48,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/12_frame_2361.png,48,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/12_frame_2361.png,48,2,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2897.png,112,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/6_frame_2897.png,112,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2897.png,112,2,ego,atDRearOf,car_0
Town02_max_car,Town02_max_car/6_frame_2897.png,112,3,ego,toLeftOf,car_0
Town02_max_car,Town02_max_car/6_frame_2897.png,112,4,ego,near,car_0
Town02_max_car,Town02_max_car/6_frame_2897.png,112,5,ego,atDRearOf,car_1
Town02_max_car,Town02_max_car/6_frame_2897.png,112,6,ego,toRightOf,car_1
Town02_max_car,Town02_max_car/6_frame_2897.png,112,7,ego,near,car_1
Town02_max_car,Town02_max_car/6_frame_2897.png,112,8,ego,inDFrontOf,car_2
Town02_max_car,Town02_max_car/6_frame_2897.png,112,9,ego,toRightOf,car_2
Town02_max_car,Town02_max_car/6_frame_2897.png,112,10,ego,near_coll,car_2
Town02_max_car,Town02_max_car/6_frame_2897.png,112,11,ego,atDRearOf,car_3
Town02_max_car,Town02_max_car/6_frame_2897.png,112,12,ego,toRightOf,car_3
Town02_max_car,Town02_max_car/6_frame_2897.png,112,13,ego,visible,car_3
Town02_max_car,Town02_max_car/6_frame_2897.png,112,14,ego,atDRearOf,car_5
Town02_max_car,Town02_max_car/6_frame_2897.png,112,15,ego,toRightOf,car_5
Town02_max_car,Town02_max_car/6_frame_2897.png,112,16,ego,super_near,car_5
Town02_max_car,Town02_max_car/6_frame_2897.png,112,17,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2897.png,112,18,truck_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2897.png,112,19,truck_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2897.png,112,20,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2897.png,112,21,car_0,near,ego
Town02_max_car,Town02_max_car/6_frame_2897.png,112,22,car_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/6_frame_2897.png,112,23,car_0,toRightOf,ego
Town02_max_car,Town02_max_car/6_frame_2897.png,112,24,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2897.png,112,25,car_1,near,ego
Town02_max_car,Town02_max_car/6_frame_2897.png,112,26,car_1,inDFrontOf,ego
Town02_max_car,Town02_max_car/6_frame_2897.png,112,27,car_1,toRightOf,ego
Town02_max_car,Town02_max_car/6_frame_2897.png,112,28,car_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2897.png,112,29,car_2,near_coll,ego
Town02_max_car,Town02_max_car/6_frame_2897.png,112,30,car_2,atDRearOf,ego
Town02_max_car,Town02_max_car/6_frame_2897.png,112,31,car_2,toLeftOf,ego
Town02_max_car,Town02_max_car/6_frame_2897.png,112,32,car_3,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2897.png,112,33,car_3,visible,ego
Town02_max_car,Town02_max_car/6_frame_2897.png,112,34,car_3,inDFrontOf,ego
Town02_max_car,Town02_max_car/6_frame_2897.png,112,35,car_3,toRightOf,ego
Town02_max_car,Town02_max_car/6_frame_2897.png,112,36,car_4,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2897.png,112,37,car_5,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2897.png,112,38,car_5,super_near,ego
Town02_max_car,Town02_max_car/6_frame_2897.png,112,39,car_5,inDFrontOf,ego
Town02_max_car,Town02_max_car/6_frame_2897.png,112,40,car_5,toRightOf,ego
Town02_max_car,Town02_max_car/6_frame_2897.png,112,41,car_6,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_4129.png,70,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/6_frame_4129.png,70,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_4129.png,70,2,ego,atDRearOf,car_0
Town02_max_car,Town02_max_car/6_frame_4129.png,70,3,ego,toRightOf,car_0
Town02_max_car,Town02_max_car/6_frame_4129.png,70,4,ego,near,car_0
Town02_max_car,Town02_max_car/6_frame_4129.png,70,5,ego,atDRearOf,car_1
Town02_max_car,Town02_max_car/6_frame_4129.png,70,6,ego,toRightOf,car_1
Town02_max_car,Town02_max_car/6_frame_4129.png,70,7,ego,near,car_1
Town02_max_car,Town02_max_car/6_frame_4129.png,70,8,ego,inDFrontOf,car_2
Town02_max_car,Town02_max_car/6_frame_4129.png,70,9,ego,toRightOf,car_2
Town02_max_car,Town02_max_car/6_frame_4129.png,70,10,ego,super_near,car_2
Town02_max_car,Town02_max_car/6_frame_4129.png,70,11,ego,atDRearOf,car_3
Town02_max_car,Town02_max_car/6_frame_4129.png,70,12,ego,toRightOf,car_3
Town02_max_car,Town02_max_car/6_frame_4129.png,70,13,ego,visible,car_3
Town02_max_car,Town02_max_car/6_frame_4129.png,70,14,ego,atDRearOf,car_4
Town02_max_car,Town02_max_car/6_frame_4129.png,70,15,ego,toRightOf,car_4
Town02_max_car,Town02_max_car/6_frame_4129.png,70,16,ego,super_near,car_4
Town02_max_car,Town02_max_car/6_frame_4129.png,70,17,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_4129.png,70,18,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_4129.png,70,19,car_0,near,ego
Town02_max_car,Town02_max_car/6_frame_4129.png,70,20,car_0,inSFrontOf,ego
Town02_max_car,Town02_max_car/6_frame_4129.png,70,21,car_0,toRightOf,ego
Town02_max_car,Town02_max_car/6_frame_4129.png,70,22,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_4129.png,70,23,car_1,near,ego
Town02_max_car,Town02_max_car/6_frame_4129.png,70,24,car_1,inDFrontOf,ego
Town02_max_car,Town02_max_car/6_frame_4129.png,70,25,car_1,toRightOf,ego
Town02_max_car,Town02_max_car/6_frame_4129.png,70,26,car_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_4129.png,70,27,car_2,super_near,ego
Town02_max_car,Town02_max_car/6_frame_4129.png,70,28,car_2,atDRearOf,ego
Town02_max_car,Town02_max_car/6_frame_4129.png,70,29,car_2,toRightOf,ego
Town02_max_car,Town02_max_car/6_frame_4129.png,70,30,car_3,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_4129.png,70,31,car_3,visible,ego
Town02_max_car,Town02_max_car/6_frame_4129.png,70,32,car_3,inSFrontOf,ego
Town02_max_car,Town02_max_car/6_frame_4129.png,70,33,car_3,toRightOf,ego
Town02_max_car,Town02_max_car/6_frame_4129.png,70,34,car_4,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_4129.png,70,35,car_4,super_near,ego
Town02_max_car,Town02_max_car/6_frame_4129.png,70,36,car_4,inDFrontOf,ego
Town02_max_car,Town02_max_car/6_frame_4129.png,70,37,car_4,toRightOf,ego
Town02_max_car,Town02_max_car/6_frame_2657.png,60,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/6_frame_2657.png,60,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2657.png,60,2,ego,atDRearOf,car_0
Town02_max_car,Town02_max_car/6_frame_2657.png,60,3,ego,toLeftOf,car_0
Town02_max_car,Town02_max_car/6_frame_2657.png,60,4,ego,near,car_0
Town02_max_car,Town02_max_car/6_frame_2657.png,60,5,ego,atDRearOf,car_1
Town02_max_car,Town02_max_car/6_frame_2657.png,60,6,ego,toRightOf,car_1
Town02_max_car,Town02_max_car/6_frame_2657.png,60,7,ego,near,car_1
Town02_max_car,Town02_max_car/6_frame_2657.png,60,8,ego,atDRearOf,car_2
Town02_max_car,Town02_max_car/6_frame_2657.png,60,9,ego,toRightOf,car_2
Town02_max_car,Town02_max_car/6_frame_2657.png,60,10,ego,visible,car_2
Town02_max_car,Town02_max_car/6_frame_2657.png,60,11,ego,atDRearOf,car_4
Town02_max_car,Town02_max_car/6_frame_2657.png,60,12,ego,toRightOf,car_4
Town02_max_car,Town02_max_car/6_frame_2657.png,60,13,ego,super_near,car_4
Town02_max_car,Town02_max_car/6_frame_2657.png,60,14,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2657.png,60,15,truck_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2657.png,60,16,truck_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2657.png,60,17,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2657.png,60,18,car_0,near,ego
Town02_max_car,Town02_max_car/6_frame_2657.png,60,19,car_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/6_frame_2657.png,60,20,car_0,toRightOf,ego
Town02_max_car,Town02_max_car/6_frame_2657.png,60,21,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2657.png,60,22,car_1,near,ego
Town02_max_car,Town02_max_car/6_frame_2657.png,60,23,car_1,inDFrontOf,ego
Town02_max_car,Town02_max_car/6_frame_2657.png,60,24,car_1,toRightOf,ego
Town02_max_car,Town02_max_car/6_frame_2657.png,60,25,car_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2657.png,60,26,car_2,visible,ego
Town02_max_car,Town02_max_car/6_frame_2657.png,60,27,car_2,inDFrontOf,ego
Town02_max_car,Town02_max_car/6_frame_2657.png,60,28,car_2,toRightOf,ego
Town02_max_car,Town02_max_car/6_frame_2657.png,60,29,car_3,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2657.png,60,30,car_4,isIn,Ego Lane
Town02_max_car,Town02_max_car/6_frame_2657.png,60,31,car_4,super_near,ego
Town02_max_car,Town02_max_car/6_frame_2657.png,60,32,car_4,inDFrontOf,ego
Town02_max_car,Town02_max_car/6_frame_2657.png,60,33,car_4,toRightOf,ego
Town02_max_car,Town02_max_car/6_frame_2657.png,60,34,car_5,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1621.png,55,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/14_frame_1621.png,55,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1621.png,55,2,ego,atDRearOf,car_0
Town02_max_car,Town02_max_car/14_frame_1621.png,55,3,ego,toLeftOf,car_0
Town02_max_car,Town02_max_car/14_frame_1621.png,55,4,ego,super_near,car_0
Town02_max_car,Town02_max_car/14_frame_1621.png,55,5,ego,atDRearOf,truck_0
Town02_max_car,Town02_max_car/14_frame_1621.png,55,6,ego,toLeftOf,truck_0
Town02_max_car,Town02_max_car/14_frame_1621.png,55,7,ego,near,truck_0
Town02_max_car,Town02_max_car/14_frame_1621.png,55,8,ego,atDRearOf,truck_1
Town02_max_car,Town02_max_car/14_frame_1621.png,55,9,ego,toLeftOf,truck_1
Town02_max_car,Town02_max_car/14_frame_1621.png,55,10,ego,visible,truck_1
Town02_max_car,Town02_max_car/14_frame_1621.png,55,11,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1621.png,55,12,truck_0,near,ego
Town02_max_car,Town02_max_car/14_frame_1621.png,55,13,truck_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_1621.png,55,14,truck_0,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_1621.png,55,15,truck_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1621.png,55,16,truck_1,visible,ego
Town02_max_car,Town02_max_car/14_frame_1621.png,55,17,truck_1,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_1621.png,55,18,truck_1,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_1621.png,55,19,truck_2,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1621.png,55,20,car_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1621.png,55,21,car_0,super_near,ego
Town02_max_car,Town02_max_car/14_frame_1621.png,55,22,car_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_1621.png,55,23,car_0,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_1621.png,55,24,car_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1053.png,47,0,Ego Lane,isIn,Root Road
Town02_max_car,Town02_max_car/14_frame_1053.png,47,1,ego,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1053.png,47,2,ego,atDRearOf,car_1
Town02_max_car,Town02_max_car/14_frame_1053.png,47,3,ego,toLeftOf,car_1
Town02_max_car,Town02_max_car/14_frame_1053.png,47,4,ego,super_near,car_1
Town02_max_car,Town02_max_car/14_frame_1053.png,47,5,ego,atDRearOf,truck_0
Town02_max_car,Town02_max_car/14_frame_1053.png,47,6,ego,toLeftOf,truck_0
Town02_max_car,Town02_max_car/14_frame_1053.png,47,7,ego,near,truck_0
Town02_max_car,Town02_max_car/14_frame_1053.png,47,8,ego,atDRearOf,truck_1
Town02_max_car,Town02_max_car/14_frame_1053.png,47,9,ego,toLeftOf,truck_1
Town02_max_car,Town02_max_car/14_frame_1053.png,47,10,ego,visible,truck_1
Town02_max_car,Town02_max_car/14_frame_1053.png,47,11,truck_0,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1053.png,47,12,truck_0,near,ego
Town02_max_car,Town02_max_car/14_frame_1053.png,47,13,truck_0,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_1053.png,47,14,truck_0,toLeftOf,ego
Town02_max_car,Town02_max_car/14_frame_1053.png,47,15,truck_1,isIn,Ego Lane
Town02_max_car,Town02_max_car/14_frame_1053.png,47,16,truck_1,visible,ego
Town02_max_car,Town02_max_car/14_frame_1053.png,47,17,truck_1,inDFrontOf,ego
Town02_max_car,Town02_max_car/14_frame_1053.png,47,18,truck_1,toLeftOf,ego
